topology,chain_length,k_D,k_C,k_T,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
random-sparse,50,0.01,0.03,0.0,0.074,40,82,0.0,0.1836734693877551,46,19,3,0,46,4|5|16|5|7|3,network_wide,108
random-sparse,50,0.01,0.03,0.0,0.074,41,83,0.0,0.16326530612244897,45,19,1,0,45,4|5|17|5|7|4,network_wide,105
random-sparse,50,0.01,0.03,0.0,0.074,42,84,0.0,0.16326530612244897,44,19,3,0,44,2|5|17|5|7|5,network_wide,131
random-sparse,50,0.01,0.03,0.0,0.074,43,85,0.0,0.16326530612244897,43,19,1,0,43,1|5|17|5|7|6,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.074,44,86,0.0,0.16326530612244897,42,19,3,0,42,1|5|17|5|7|7,network_wide,124
random-sparse,50,0.01,0.03,0.0,0.074,45,87,0.0,0.14285714285714285,41,19,1,0,41,1|5|17|5|7|8,network_wide,126
random-sparse,50,0.01,0.03,0.0,0.074,46,88,0.0,0.12244897959183673,40,9,4,0,40,5|17|5|7|9,network_wide,107
random-sparse,50,0.01,0.03,0.0,0.074,47,89,0.0,0.10204081632653061,39,8,3,0,39,5|17|5|7|10,network_wide,117
random-sparse,50,0.01,0.03,0.0,0.074,48,90,0.0,0.14285714285714285,49,8,1,0,49,4|16|5|7|10,network_wide,124
random-sparse,50,0.01,0.03,0.0,0.074,49,91,0.0,0.12244897959183673,48,8,1,0,48,3|17|5|7|10|1,network_wide,116
random-sparse,50,0.01,0.03,0.0,0.076,0,42,0.0,0.24489795918367346,47,19,4,1,47,3|4|5|1|2|4|2|4|10|2,network_wide,111
random-sparse,50,0.01,0.03,0.0,0.076,1,43,0.0,0.2857142857142857,46,19,5,1,46,2|3|5|1|2|4|2|4|9|3,network_wide,125
random-sparse,50,0.01,0.03,0.0,0.076,2,44,0.0,0.2653061224489796,45,10,4,1,45,2|3|5|1|2|4|2|4|10|4,network_wide,133
random-sparse,50,0.01,0.03,0.0,0.076,3,45,0.0,0.2857142857142857,44,19,4,1,44,1|3|5|1|2|4|2|4|9|5,network_wide,120
random-sparse,50,0.01,0.03,0.0,0.076,4,46,0.0,0.2857142857142857,49,19,4,1,49,3|5|1|2|4|2|4|1|8|5,network_wide,123
random-sparse,50,0.01,0.03,0.0,0.076,5,47,0.0,0.2653061224489796,48,19,5,1,48,3|5|1|2|4|2|4|1|8|5|1,network_wide,125
random-sparse,50,0.01,0.03,0.0,0.076,6,48,0.0,0.2653061224489796,47,10,4,1,47,3|5|1|2|4|2|4|9|5|2,network_wide,111
random-sparse,50,0.01,0.03,0.0,0.076,7,49,0.0,0.2653061224489796,46,19,5,1,46,1|5|1|2|4|2|4|9|5|3,network_wide,116
random-sparse,50,0.01,0.03,0.0,0.076,8,50,0.0,0.2653061224489796,45,19,5,1,45,1|5|1|2|4|2|4|9|5|4,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.076,9,51,0.0,0.2653061224489796,44,19,5,1,44,5|1|2|4|2|4|1|7|5|5,network_wide,132
random-sparse,50,0.01,0.03,0.0,0.076,10,52,0.0,0.22448979591836735,43,19,6,1,43,4|1|2|4|2|4|10|5|6,network_wide,127
random-sparse,50,0.01,0.03,0.0,0.076,11,53,0.0,0.24489795918367346,42,19,5,1,42,3|1|2|4|2|4|9|5|7,network_wide,114
random-sparse,50,0.01,0.03,0.0,0.076,12,54,0.0,0.24489795918367346,41,19,5,1,41,3|1|2|4|2|4|1|8|5|8,network_wide,128
random-sparse,50,0.01,0.03,0.0,0.076,13,55,0.0,0.2653061224489796,40,19,5,1,40,1|1|2|4|2|4|1|7|5|9,network_wide,116
random-sparse,50,0.01,0.03,0.0,0.076,14,56,0.0,0.24489795918367346,39,19,5,1,39,1|1|2|4|2|4|1|8|5|10,network_wide,114
random-sparse,50,0.01,0.03,0.0,0.076,15,57,0.0,0.22448979591836735,38,19,15,1,38,1|2|4|2|4|9|5|11,network_wide,119
random-sparse,50,0.01,0.03,0.0,0.076,16,58,0.0,0.22448979591836735,37,19,15,1,37,1|2|4|2|4|1|8|5|12,network_wide,98
random-sparse,50,0.01,0.03,0.0,0.076,17,59,0.0,0.20408163265306123,36,19,16,1,36,2|4|2|4|1|8|5|13,network_wide,120
random-sparse,50,0.01,0.03,0.0,0.076,18,60,0.0,0.1836734693877551,35,10,16,0,35,2|4|2|4|1|9|5|14,network_wide,106
random-sparse,50,0.01,0.03,0.0,0.076,19,61,0.0,0.1836734693877551,34,19,15,0,34,1|4|2|4|10|5|15,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.076,20,62,0.0,0.16326530612244897,33,10,16,0,33,4|2|4|10|5|16,network_wide,114
random-sparse,50,0.01,0.03,0.0,0.076,21,63,0.0,0.1836734693877551,32,10,15,0,32,4|2|4|9|5|17,network_wide,114
random-sparse,50,0.01,0.03,0.0,0.076,22,64,0.0,0.22448979591836735,49,19,1,1,49,3|2|4|1|7|5|17,network_wide,122
random-sparse,50,0.01,0.03,0.0,0.076,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|10|5|16|1,network_wide,120
random-sparse,50,0.01,0.03,0.0,0.076,24,66,0.0,0.1836734693877551,47,19,3,0,47,1|2|4|10|5|17|2,network_wide,103
random-sparse,50,0.01,0.03,0.0,0.076,25,67,0.0,0.1836734693877551,46,19,1,0,46,2|4|1|1|7|5|17|3,network_wide,127
random-sparse,50,0.01,0.03,0.0,0.076,26,68,0.0,0.14285714285714285,45,10,1,0,45,1|4|1|10|5|17|4,network_wide,114
random-sparse,50,0.01,0.03,0.0,0.076,27,69,0.0,0.1836734693877551,44,10,1,0,44,1|4|9|5|17|5,network_wide,105
random-sparse,50,0.01,0.03,0.0,0.076,28,70,0.0,0.1836734693877551,49,19,1,0,49,4|1|8|5|17|5,network_wide,125
random-sparse,50,0.01,0.03,0.0,0.076,29,71,0.0,0.1836734693877551,49,19,3,0,49,3|10|5|17|5,network_wide,116
random-sparse,50,0.01,0.03,0.0,0.076,30,72,0.0,0.16326530612244897,48,10,1,0,48,2|1|10|5|17|5|1,network_wide,108
random-sparse,50,0.01,0.03,0.0,0.076,31,73,0.0,0.1836734693877551,46,19,3,0,46,2|1|8|5|17|5|3,network_wide,111
random-sparse,50,0.01,0.03,0.0,0.076,32,74,0.0,0.16326530612244897,46,10,1,0,46,10|5|17|6|3,network_wide,108
random-sparse,50,0.01,0.03,0.0,0.076,33,75,0.0,0.22448979591836735,45,10,1,1,45,1|7|5|16|5|4,network_wide,128
random-sparse,50,0.01,0.03,0.0,0.076,34,76,0.0,0.14285714285714285,43,19,1,0,43,10|5|16|5|6,network_wide,111
random-sparse,50,0.01,0.03,0.0,0.076,35,77,0.0,0.12244897959183673,43,10,1,0,43,10|5|17|5|6,network_wide,131
random-sparse,50,0.01,0.03,0.0,0.076,36,78,0.0,0.14285714285714285,42,19,1,0,42,8|5|17|5|7,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.076,37,79,0.0,0.1836734693877551,49,10,1,0,49,8|5|16|5|7,network_wide,111
random-sparse,50,0.01,0.03,0.0,0.076,38,80,0.0,0.14285714285714285,48,19,4,0,48,7|5|17|5|7|1,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.076,39,81,0.0,0.14285714285714285,47,19,1,0,47,6|5|16|5|8|2,network_wide,117
random-sparse,50,0.01,0.03,0.0,0.076,40,82,0.0,0.14285714285714285,46,19,3,0,46,5|5|17|5|7|3,network_wide,108
random-sparse,50,0.01,0.03,0.0,0.076,41,83,0.0,0.16326530612244897,45,19,1,0,45,4|5|17|5|7|4,network_wide,105
random-sparse,50,0.01,0.03,0.0,0.076,42,84,0.0,0.16326530612244897,44,10,3,0,44,2|5|17|5|7|5,network_wide,131
random-sparse,50,0.01,0.03,0.0,0.076,43,85,0.0,0.16326530612244897,43,19,1,0,43,1|5|17|5|7|6,network_wide,110
random-sparse,50,0.01,0.03,0.0,0.076,44,86,0.0,0.16326530612244897,42,19,3,0,42,1|5|17|5|7|7,network_wide,124
random-sparse,50,0.01,0.03,0.0,0.076,45,87,0.0,0.14285714285714285,41,19,1,0,41,1|5|17|5|7|8,network_wide,126
random-sparse,50,0.01,0.03,0.0,0.076,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,network_wide,107
random-sparse,50,0.01,0.03,0.0,0.076,47,89,0.0,0.10204081632653061,39,8,3,0,39,5|17|5|7|10,network_wide,117
random-sparse,50,0.01,0.03,0.0,0.076,48,90,0.0,0.10204081632653061,49,8,1,0,49,4|17|5|8|10,network_wide,124
random-sparse,50,0.01,0.03,0.0,0.076,49,91,0.0,0.12244897959183673,48,8,1,0,48,3|17|5|7|10|1,network_wide,116
fully-connected,50,0.01,0.02,0.0,0.06,0,42,0.0,0.32653061224489793,47,20,4,1,47,3|3|2|2|1|2|4|2|4|3|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,1,43,0.0,0.2857142857142857,46,20,5,1,46,2|4|5|1|2|4|2|4|3|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|4|5|1|2|4|2|4|3|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,3,45,0.0,0.32653061224489793,44,27,4,1,44,1|3|2|2|1|2|4|2|4|3|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,4,46,0.0,0.30612244897959184,49,27,4,1,49,3|5|1|2|4|2|4|3|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,5,47,0.0,0.2857142857142857,48,20,5,1,48,3|5|1|2|4|2|4|3|5|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,6,48,0.0,0.30612244897959184,47,20,4,1,47,3|2|2|1|2|4|2|4|3|5|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,7,49,0.0,0.30612244897959184,46,20,4,1,46,1|2|2|1|2|4|2|4|3|5|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,8,50,0.0,0.30612244897959184,45,20,4,1,45,1|2|2|1|2|4|2|4|3|5|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,9,51,0.0,0.2653061224489796,44,20,5,1,44,5|1|2|4|2|4|3|5|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,10,52,0.0,0.2653061224489796,43,20,5,1,43,4|1|2|4|2|4|3|5|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,11,53,0.0,0.2857142857142857,42,20,4,1,42,3|1|2|4|2|3|3|5|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,12,54,0.0,0.2653061224489796,41,20,5,1,41,2|1|2|4|2|4|3|5|5|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,13,55,0.0,0.30612244897959184,40,20,5,1,40,1|1|2|4|2|3|3|5|1|3|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,14,56,0.0,0.30612244897959184,39,20,5,1,39,1|2|4|2|3|3|5|1|3|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,15,57,0.0,0.2653061224489796,38,20,15,1,38,1|2|4|2|3|3|5|5|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,16,58,0.0,0.2653061224489796,37,20,15,1,37,1|2|4|2|4|3|5|1|3|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,17,59,0.0,0.24489795918367346,36,20,15,1,36,2|4|2|3|9|1|3|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,18,60,0.0,0.24489795918367346,35,20,15,1,35,2|4|2|4|3|5|1|3|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,19,61,0.0,0.2653061224489796,34,20,15,1,34,1|4|2|3|3|5|1|3|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,20,62,0.0,0.24489795918367346,33,20,15,1,33,4|2|3|3|5|1|3|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,21,63,0.0,0.2857142857142857,49,20,15,1,49,4|2|3|3|5|1|3|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,22,64,0.0,0.2653061224489796,49,20,1,1,49,3|2|3|9|1|3|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,23,65,0.0,0.30612244897959184,48,20,3,1,48,2|2|3|3|5|1|3|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,24,66,0.0,0.30612244897959184,47,20,3,1,47,1|2|3|3|5|1|3|15|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,25,67,0.0,0.2653061224489796,46,20,1,1,46,2|4|3|5|1|3|15|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,26,68,0.0,0.2857142857142857,45,20,1,1,45,1|3|3|5|1|3|15|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,27,69,0.0,0.2653061224489796,44,20,1,1,44,1|4|3|5|1|3|15|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,28,70,0.0,0.24489795918367346,49,20,1,1,49,3|9|1|3|16|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,29,71,0.0,0.2653061224489796,49,20,3,1,49,2|9|1|3|16|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,30,72,0.0,0.24489795918367346,48,20,1,1,48,2|9|1|3|16|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,31,73,0.0,0.2857142857142857,47,20,3,1,47,1|3|5|1|3|16|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,32,74,0.0,0.2653061224489796,46,20,1,1,46,3|5|1|3|16|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,33,75,0.0,0.24489795918367346,45,20,1,1,45,3|5|1|3|16|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,34,76,0.0,0.22448979591836735,44,20,1,1,44,3|5|1|3|16|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,35,77,0.0,0.1836734693877551,43,20,1,0,43,3|5|5|16|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,36,78,0.0,0.22448979591836735,42,20,1,1,42,2|5|1|3|15|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,37,79,0.0,0.22448979591836735,49,20,1,1,49,2|5|5|15|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,38,80,0.0,0.20408163265306123,48,20,4,1,48,5|5|16|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,39,81,0.0,0.1836734693877551,47,20,1,0,47,5|5|16|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,40,82,0.0,0.1836734693877551,46,20,3,0,46,4|5|16|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,41,83,0.0,0.1836734693877551,45,20,1,0,45,4|5|16|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,42,84,0.0,0.1836734693877551,44,20,3,0,44,2|5|16|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,43,85,0.0,0.20408163265306123,43,20,1,1,43,1|5|15|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,44,86,0.0,0.1836734693877551,42,20,3,0,42,1|5|16|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,45,87,0.0,0.1836734693877551,41,20,1,0,41,5|15|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,46,88,0.0,0.14285714285714285,40,14,4,0,40,5|16|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,47,89,0.0,0.12244897959183673,39,11,3,0,39,5|16|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,48,90,0.0,0.16326530612244897,49,11,1,0,49,4|15|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.06,49,91,0.0,0.14285714285714285,48,11,1,0,48,3|16|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,0,42,0.0,0.32653061224489793,47,20,4,1,47,3|3|2|2|1|2|4|2|4|3|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,1,43,0.0,0.30612244897959184,48,20,5,1,48,2|4|5|1|2|4|2|4|3|5|1|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,2,44,0.0,0.30612244897959184,47,20,4,1,47,2|4|5|1|2|4|2|4|3|5|1|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,3,45,0.0,0.3469387755102041,46,27,4,1,46,1|3|2|2|1|2|4|2|4|3|5|1|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,4,46,0.0,0.30612244897959184,49,27,4,1,49,3|5|1|2|4|2|4|3|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,5,47,0.0,0.2857142857142857,48,20,5,1,48,3|5|1|2|4|2|4|3|5|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,6,48,0.0,0.30612244897959184,47,20,4,1,47,3|2|2|1|2|4|2|4|3|5|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,7,49,0.0,0.32653061224489793,46,20,4,1,46,1|2|2|1|2|4|2|4|3|5|1|3|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,8,50,0.0,0.32653061224489793,45,20,4,1,45,1|2|2|1|2|4|2|4|3|5|1|3|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,9,51,0.0,0.2653061224489796,44,20,5,1,44,5|1|2|4|2|4|3|5|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,10,52,0.0,0.2857142857142857,43,20,6,1,43,4|1|2|4|2|4|3|5|1|3|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,11,53,0.0,0.2857142857142857,42,20,4,1,42,3|1|2|4|2|4|3|5|1|3|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,12,54,0.0,0.2857142857142857,41,20,5,1,41,3|1|2|4|2|4|3|5|1|3|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,13,55,0.0,0.30612244897959184,40,20,5,1,40,1|1|2|4|2|3|3|5|1|3|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,14,56,0.0,0.2857142857142857,39,20,5,1,39,1|1|2|4|2|4|3|5|1|3|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,15,57,0.0,0.2653061224489796,38,20,15,1,38,1|2|4|2|4|3|5|1|3|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,16,58,0.0,0.2653061224489796,37,20,15,1,37,1|2|4|2|4|3|5|1|3|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,17,59,0.0,0.22448979591836735,36,20,15,1,36,2|4|2|4|9|1|3|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,18,60,0.0,0.24489795918367346,35,20,15,1,35,2|4|2|4|3|5|1|3|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,19,61,0.0,0.24489795918367346,34,20,15,1,34,1|4|2|4|3|5|1|3|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,20,62,0.0,0.22448979591836735,33,20,15,1,33,4|2|4|3|5|1|3|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,21,63,0.0,0.2857142857142857,49,20,15,1,49,4|2|3|3|5|1|3|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,22,64,0.0,0.24489795918367346,49,20,1,1,49,3|2|3|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,23,65,0.0,0.2857142857142857,48,20,3,1,48,2|2|3|3|5|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,24,66,0.0,0.30612244897959184,47,20,3,1,47,1|2|3|3|5|1|3|15|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,25,67,0.0,0.2653061224489796,46,20,1,1,46,2|4|3|5|1|3|15|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,26,68,0.0,0.2857142857142857,45,20,1,1,45,1|3|3|5|1|3|15|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,27,69,0.0,0.2653061224489796,44,20,1,1,44,1|4|3|5|1|3|15|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,28,70,0.0,0.24489795918367346,49,20,1,1,49,3|9|1|3|16|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,29,71,0.0,0.2857142857142857,49,20,3,1,49,2|9|1|3|15|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,30,72,0.0,0.24489795918367346,48,20,1,1,48,2|9|1|3|16|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,31,73,0.0,0.2857142857142857,47,20,3,1,47,1|3|5|1|3|16|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,32,74,0.0,0.24489795918367346,46,20,1,1,46,3|5|1|3|16|6|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,33,75,0.0,0.24489795918367346,45,20,1,1,45,3|5|1|3|16|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,34,76,0.0,0.22448979591836735,44,20,1,1,44,3|5|1|3|16|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,35,77,0.0,0.20408163265306123,43,20,1,1,43,3|5|1|3|16|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,36,78,0.0,0.22448979591836735,42,20,1,1,42,2|5|1|3|15|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,37,79,0.0,0.24489795918367346,49,20,1,1,49,2|5|1|3|15|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,38,80,0.0,0.22448979591836735,48,20,4,1,48,5|1|3|16|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,39,81,0.0,0.20408163265306123,47,20,1,1,47,5|1|3|16|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,40,82,0.0,0.1836734693877551,46,20,3,0,46,4|5|16|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,41,83,0.0,0.1836734693877551,45,20,1,0,45,4|5|16|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,42,84,0.0,0.1836734693877551,44,20,3,0,44,2|5|16|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,43,85,0.0,0.20408163265306123,43,20,1,1,43,1|5|15|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,44,86,0.0,0.1836734693877551,42,20,3,0,42,1|5|16|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,45,87,0.0,0.1836734693877551,41,20,1,0,41,5|15|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,46,88,0.0,0.12244897959183673,40,14,4,0,40,5|16|6|7|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,47,89,0.0,0.12244897959183673,39,11,3,0,39,5|16|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,48,90,0.0,0.16326530612244897,49,11,1,0,49,4|15|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.062,49,91,0.0,0.14285714285714285,48,11,1,0,48,3|16|5|7|10|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,0,42,0.0,0.30612244897959184,47,20,4,1,47,3|3|2|2|1|2|4|2|4|9|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,1,43,0.0,0.2857142857142857,46,20,5,1,46,2|3|5|1|2|4|2|4|9|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|3|5|1|2|4|2|4|9|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,3,45,0.0,0.30612244897959184,44,27,4,1,44,1|3|2|2|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,4,46,0.0,0.2857142857142857,49,27,4,1,49,3|5|1|2|4|2|4|9|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,5,47,0.0,0.2653061224489796,48,20,5,1,48,3|5|1|2|4|2|4|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,6,48,0.0,0.2857142857142857,47,20,4,1,47,3|2|2|1|2|4|2|4|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,7,49,0.0,0.2857142857142857,46,20,4,1,46,1|2|2|1|2|4|2|4|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,8,50,0.0,0.2857142857142857,45,20,4,1,45,1|2|2|1|2|4|2|4|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,9,51,0.0,0.24489795918367346,44,20,5,1,44,5|1|2|4|2|4|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,10,52,0.0,0.24489795918367346,43,20,6,1,43,4|1|2|4|2|4|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,11,53,0.0,0.24489795918367346,42,20,4,1,42,3|1|2|4|2|4|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,12,54,0.0,0.24489795918367346,41,20,5,1,41,3|1|2|4|2|4|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,13,55,0.0,0.24489795918367346,40,20,5,1,40,1|1|2|4|2|4|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,14,56,0.0,0.24489795918367346,39,20,5,1,39,1|1|2|4|2|4|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,15,57,0.0,0.22448979591836735,38,20,15,1,38,1|2|4|2|4|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,16,58,0.0,0.22448979591836735,37,20,15,1,37,1|2|4|2|4|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,17,59,0.0,0.20408163265306123,36,20,15,1,36,2|4|2|4|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,18,60,0.0,0.20408163265306123,35,20,15,1,35,2|4|2|4|9|5|14,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,19,61,0.0,0.20408163265306123,34,20,15,1,34,1|4|2|4|9|5|15,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,20,62,0.0,0.1836734693877551,33,20,15,0,33,4|2|4|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,21,63,0.0,0.20408163265306123,48,20,15,1,48,4|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,22,64,0.0,0.22448979591836735,49,20,1,1,49,3|2|4|9|5|15|1,hub_localized,1225
fully-connected,50,0.01,0.02,0.0,0.064,23,65,0.0,0.22448979591836735,48,20,3,1,48,2|2|4|9|5|15|1|1,hub_localized,1225
